orderNumber,productCode,productVendor,quantityOrdered,priceEach
10162,S18_1342,Motor City Art Classics,48,87.33
10162,S18_2795,Gearbox Collectibles,48,156.94
10162,S24_2022,Classic Metal Creations,43,38.98
10162,S24_1937,Motor City Art Classics,37,27.55
10162,S18_2325,Autoart Studio Design,38,113.15
10162,S24_3969,Red Start Diecast,37,32.82
10162,S18_2248,Motor City Art Classics,27,53.28
10162,S18_1749,Welly Diecast Productions,29,141.1
10162,S18_4409,Exoto Designs,39,86.51
10163,S10_1949,Classic Metal Creations,21,212.16
10163,S18_2949,Carousel DieCast Legends,31,101.31
10163,S18_3136,Red Start Diecast,40,101.58
10163,S18_2957,Min Lin Diecast,48,59.96
10163,S24_4258,Second Gear Diecast,42,96.42
10163,S18_3320,Exoto Designs,43,80.36
10164,S32_1268,Motor City Art Classics,24,91.49
10164,S10_4962,Second Gear Diecast,21,143.31
10164,S18_4600,Motor City Art Classics,45,107.76
10164,S700_2824,Carousel DieCast Legends,39,86.99
10164,S32_3522,Red Start Diecast,49,57.53
10164,S12_1666,Welly Diecast Productions,49,121.64
10164,S18_4668,Studio M Art Models,25,46.29
10164,S18_1097,Studio M Art Models,36,103.84
10165,S18_3259,Carousel DieCast Legends,50,84.71
10165,S12_3891,Second Gear Diecast,27,152.26
10165,S12_1108,Second Gear Diecast,44,168.32
10165,S12_3148,Welly Diecast Productions,34,123.89
10165,S50_1514,Classic Metal Creations,38,49.21
10165,S18_4027,Min Lin Diecast,28,123.51
10165,S32_3207,Gearbox Collectibles,44,55.3
10165,S24_4048,Exoto Designs,24,106.45
10165,S24_1444,Highway 66 Mini Classics,25,46.82
10165,S50_1392,Highway 66 Mini Classics,48,106.49
10165,S18_2238,Gearbox Collectibles,29,134.26
10165,S12_4473,Exoto Designs,48,109.02
10165,S24_2840,Carousel DieCast Legends,27,31.12
10165,S32_2509,Classic Metal Creations,48,50.86
10165,S18_2319,Unimax Art Galleries,46,120.28
10165,S18_3232,Unimax Art Galleries,47,154.1
10165,S24_2300,Autoart Studio Design,32,117.57
10165,S18_2432,Carousel DieCast Legends,31,60.77
10166,S18_4522,Exoto Designs,26,72.85
10166,S18_3140,Unimax Art Galleries,43,136.59
10166,S700_1938,Studio M Art Models,29,76.22
10167,S18_1662,Red Start Diecast,43,141.92
10167,S24_2841,Autoart Studio Design,21,54.81
10167,S24_3420,Autoart Studio Design,32,64.44
10167,S72_1253,Motor City Art Classics,40,42.71
10167,S700_2047,Unimax Art Galleries,29,87.8
10167,S18_3856,Exoto Designs,34,84.7
10167,S18_3029,Min Lin Diecast,46,69.68
10167,S24_3816,Carousel DieCast Legends,29,73.8
10167,S10_4757,Motor City Art Classics,44,123.76
10167,S700_2610,Red Start Diecast,46,62.16
10167,S24_3151,Min Lin Diecast,20,77
10167,S700_1138,Autoart Studio Design,43,66
10167,S700_3505,Carousel DieCast Legends,24,85.14
10167,S700_3962,Welly Diecast Productions,28,83.42
10167,S72_3212,Unimax Art Galleries,38,43.68
10167,S24_2011,Carousel DieCast Legends,33,110.6
10168,S10_1678,Min Lin Diecast,36,94.74
10168,S24_1578,Autoart Studio Design,50,103.68
10168,S10_4698,Red Start Diecast,20,160.74
10168,S10_2016,Highway 66 Mini Classics,27,97.53
10168,S18_2625,Welly Diecast Productions,46,49.06
10168,S24_2000,Highway 66 Mini Classics,29,72.36
10168,S32_1374,Exoto Designs,28,89.9
10168,S700_2834,Highway 66 Mini Classics,36,94.92
10168,S18_2581,Gearbox Collectibles,21,75.19
10168,S24_4278,Unimax Art Galleries,48,68.1
10168,S24_1785,Classic Metal Creations,49,93.01
10168,S32_4289,Highway 66 Mini Classics,31,57.78
10168,S50_1341,Studio M Art Models,48,39.71
10168,S700_1691,Min Lin Diecast,28,91.34
10168,S700_3167,Motor City Art Classics,48,72
10168,S700_2466,Motor City Art Classics,31,87.75
10168,S700_4002,Second Gear Diecast,39,67.37
10168,S24_3949,Second Gear Diecast,27,57.32
10169,S24_3371,Welly Diecast Productions,34,53.27
10169,S12_1099,Autoart Studio Design,30,163.44
10169,S12_3990,Studio M Art Models,36,71.82
10169,S18_3482,Gearbox Collectibles,36,136.7
10169,S18_3278,Min Lin Diecast,32,65.13
10169,S24_4620,Classic Metal Creations,24,77.61
10169,S18_4721,Classic Metal Creations,33,120.53
10169,S18_3782,Studio M Art Models,38,52.84
10169,S32_2206,Gearbox Collectibles,26,37.01
10169,S50_4713,Autoart Studio Design,48,75.66
10169,S24_2360,Highway 66 Mini Classics,38,66.49
10169,S32_4485,Second Gear Diecast,34,83.68
10169,S12_2823,Unimax Art Galleries,35,126.52
10170,S24_3856,Classic Metal Creations,34,130.6
10170,S18_1889,Gearbox Collectibles,20,70.07
10170,S12_4675,Welly Diecast Productions,41,93.28
10170,S12_3380,Welly Diecast Productions,47,116.27
10171,S18_1984,Min Lin Diecast,35,128.03
10171,S18_1129,Highway 66 Mini Classics,35,134.46
10171,S18_3232,Unimax Art Galleries,39,165.95
10171,S24_2972,Second Gear Diecast,36,34.74
10172,S24_2766,Classic Metal Creations,22,79.97
10172,S24_3191,Exoto Designs,24,77.91
10172,S24_1046,Unimax Art Galleries,32,61
10172,S24_3432,Gearbox Collectibles,22,87.81
10172,S24_1628,Carousel DieCast Legends,34,43.27
10172,S18_1589,Classic Metal Creations,42,109.51
10172,S18_2870,Red Start Diecast,39,117.48
10172,S18_3685,Gearbox Collectibles,48,139.87
10173,S18_3136,Red Start Diecast,31,86.92
10173,S18_2957,Min Lin Diecast,28,56.84
10173,S24_4258,Second Gear Diecast,22,93.49
10173,S18_3320,Exoto Designs,29,90.28
10173,S18_1367,Studio M Art Models,48,51.75
10173,S18_1342,Motor City Art Classics,43,101.71
10173,S18_2795,Gearbox Collectibles,22,140.06
10173,S24_2022,Classic Metal Creations,27,39.42
10173,S24_1937,Motor City Art Classics,31,29.87
10173,S18_2325,Autoart Studio Design,31,127.13
10173,S24_3969,Red Start Diecast,35,35.7
10173,S18_2248,Motor City Art Classics,26,55.09
10173,S18_1749,Welly Diecast Productions,24,168.3
10173,S18_4409,Exoto Designs,21,77.31
10173,S18_4933,Studio M Art Models,39,58.44
10173,S24_2887,Exoto Designs,23,98.65
10174,S12_1666,Welly Diecast Productions,43,113.44
10174,S18_4668,Studio M Art Models,49,44.27
10174,S18_1097,Studio M Art Models,48,108.5
10174,S10_1949,Classic Metal Creations,34,207.87
10174,S18_2949,Carousel DieCast Legends,46,100.3
10175,S12_4473,Exoto Designs,26,109.02
10175,S24_2840,Carousel DieCast Legends,37,32.18
10175,S32_2509,Classic Metal Creations,50,50.86
10175,S18_2319,Unimax Art Galleries,48,101.87
10175,S18_3232,Unimax Art Galleries,29,150.71
10175,S24_2300,Autoart Studio Design,28,121.4
10175,S18_2432,Carousel DieCast Legends,41,59.55
10175,S32_1268,Motor City Art Classics,22,89.57
10175,S10_4962,Second Gear Diecast,33,119.67
10175,S18_4600,Motor City Art Classics,47,102.92
10175,S700_2824,Carousel DieCast Legends,42,80.92
10175,S32_3522,Red Start Diecast,29,56.24
10176,S12_3891,Second Gear Diecast,50,160.91
10176,S12_1108,Second Gear Diecast,33,166.24
10176,S12_3148,Welly Diecast Productions,47,145.04
10176,S50_1514,Classic Metal Creations,38,52.14
10176,S18_4027,Min Lin Diecast,36,140.75
10176,S32_3207,Gearbox Collectibles,22,62.14
10176,S24_4048,Exoto Designs,29,101.72
10176,S24_1444,Highway 66 Mini Classics,27,55.49
10176,S50_1392,Highway 66 Mini Classics,23,109.96
10176,S18_2238,Gearbox Collectibles,20,139.17
10177,S700_2610,Red Start Diecast,32,64.33
10177,S24_3151,Min Lin Diecast,45,79.66
10177,S700_1138,Autoart Studio Design,24,58.67
10177,S700_3505,Carousel DieCast Legends,44,88.15
10177,S700_3962,Welly Diecast Productions,24,83.42
10177,S72_3212,Unimax Art Galleries,40,52.96
10177,S24_2011,Carousel DieCast Legends,50,115.52
10177,S18_4522,Exoto Designs,35,82.5
10177,S18_3140,Unimax Art Galleries,23,113.37
10177,S700_1938,Studio M Art Models,31,77.95
10177,S18_3259,Carousel DieCast Legends,29,92.77
10178,S700_2466,Motor City Art Classics,22,91.74
10178,S700_4002,Second Gear Diecast,45,68.11
10178,S24_3949,Second Gear Diecast,30,64.15
10178,S18_1662,Red Start Diecast,42,127.73
10178,S24_2841,Autoart Studio Design,34,67.82
10178,S24_3420,Autoart Studio Design,27,65.75
10178,S72_1253,Motor City Art Classics,45,41.71
10178,S700_2047,Unimax Art Galleries,34,86.9
10178,S18_3856,Exoto Designs,48,104.81
10178,S18_3029,Min Lin Diecast,41,70.54
10178,S24_3816,Carousel DieCast Legends,21,68.77
10178,S10_4757,Motor City Art Classics,24,131.92
10179,S32_1374,Exoto Designs,45,86.9
10179,S700_2834,Highway 66 Mini Classics,25,98.48
10179,S18_2581,Gearbox Collectibles,24,82.79
10179,S24_4278,Unimax Art Galleries,27,66.65
10179,S24_1785,Classic Metal Creations,47,105.04
10179,S32_4289,Highway 66 Mini Classics,24,63.97
10179,S50_1341,Studio M Art Models,34,43.2
10179,S700_1691,Min Lin Diecast,23,75.81
10179,S700_3167,Motor City Art Classics,39,80
10180,S24_4620,Classic Metal Creations,28,68.71
10180,S18_4721,Classic Metal Creations,44,147.31
10180,S18_3782,Studio M Art Models,21,59.06
10180,S32_2206,Gearbox Collectibles,34,33.39
10180,S50_4713,Autoart Studio Design,21,74.85
10180,S24_2360,Highway 66 Mini Classics,35,60.95
10180,S32_4485,Second Gear Diecast,22,102.05
10180,S12_2823,Unimax Art Galleries,40,131.04
10180,S10_1678,Min Lin Diecast,29,76.56
10180,S24_1578,Autoart Studio Design,48,98.05
10180,S10_4698,Red Start Diecast,41,164.61
10180,S10_2016,Highway 66 Mini Classics,42,99.91
10180,S18_2625,Welly Diecast Productions,25,48.46
10180,S24_2000,Highway 66 Mini Classics,28,61.7
10181,S24_1628,Carousel DieCast Legends,34,45.28
10181,S18_1589,Classic Metal Creations,42,124.44
10181,S18_2870,Red Start Diecast,27,130.68
10181,S18_3685,Gearbox Collectibles,39,137.04
10181,S18_1984,Min Lin Diecast,21,129.45
10181,S18_1129,Highway 66 Mini Classics,44,124.56
10181,S18_3232,Unimax Art Galleries,45,147.33
10181,S24_2972,Second Gear Diecast,37,32.85
10181,S24_3856,Classic Metal Creations,25,122.17
10181,S18_1889,Gearbox Collectibles,22,74.69
10181,S12_4675,Welly Diecast Productions,36,107.1
10181,S12_3380,Welly Diecast Productions,28,113.92
10181,S24_3371,Welly Diecast Productions,23,54.49
10181,S12_1099,Autoart Studio Design,27,155.66
10181,S12_3990,Studio M Art Models,20,67.03
10181,S18_3482,Gearbox Collectibles,22,120.53
10181,S18_3278,Min Lin Diecast,30,73.17
10182,S18_3320,Exoto Designs,33,86.31
10182,S18_1367,Studio M Art Models,32,44.21
10182,S18_1342,Motor City Art Classics,25,83.22
10182,S18_2795,Gearbox Collectibles,21,135
10182,S24_2022,Classic Metal Creations,31,39.87
10182,S24_1937,Motor City Art Classics,39,31.86
10182,S18_2325,Autoart Studio Design,20,105.52
10182,S24_3969,Red Start Diecast,23,34.88
10182,S18_2248,Motor City Art Classics,38,54.49
10182,S18_1749,Welly Diecast Productions,44,159.8
10182,S18_4409,Exoto Designs,36,88.35
10182,S18_4933,Studio M Art Models,44,61.29
10182,S24_2887,Exoto Designs,20,116.27
10182,S24_2766,Classic Metal Creations,36,87.24
10182,S24_3191,Exoto Designs,33,73.62
10182,S24_1046,Unimax Art Galleries,47,63.2
10182,S24_3432,Gearbox Collectibles,49,95.3
10183,S10_4962,Second Gear Diecast,28,127.06
10183,S18_4600,Motor City Art Classics,21,118.66
10183,S700_2824,Carousel DieCast Legends,23,85.98
10183,S32_3522,Red Start Diecast,49,52.36
10183,S12_1666,Welly Diecast Productions,41,114.8
10183,S18_4668,Studio M Art Models,40,42.26
10183,S18_1097,Studio M Art Models,21,108.5
10183,S10_1949,Classic Metal Creations,23,180.01
10183,S18_2949,Carousel DieCast Legends,37,91.18
10183,S18_3136,Red Start Diecast,22,90.06
10183,S18_2957,Min Lin Diecast,39,51.22
10183,S24_4258,Second Gear Diecast,47,81.81
10184,S32_3207,Gearbox Collectibles,48,59.03
10184,S24_4048,Exoto Designs,49,114.73
10184,S24_1444,Highway 66 Mini Classics,31,57.22
10184,S50_1392,Highway 66 Mini Classics,45,92.6
10184,S18_2238,Gearbox Collectibles,46,145.72
10184,S12_4473,Exoto Designs,37,105.47
10184,S24_2840,Carousel DieCast Legends,42,30.06
10184,S32_2509,Classic Metal Creations,33,52.49
10184,S18_2319,Unimax Art Galleries,46,119.05
10184,S18_3232,Unimax Art Galleries,28,165.95
10184,S24_2300,Autoart Studio Design,24,117.57
10184,S18_2432,Carousel DieCast Legends,44,60.77
10184,S32_1268,Motor City Art Classics,46,84.75
10185,S700_2610,Red Start Diecast,39,61.44
10185,S24_3151,Min Lin Diecast,33,83.2
10185,S700_1138,Autoart Studio Design,21,64.67
10185,S700_3505,Carousel DieCast Legends,37,99.17
10185,S700_3962,Welly Diecast Productions,22,93.35
10185,S72_3212,Unimax Art Galleries,28,47.5
10185,S24_2011,Carousel DieCast Legends,30,105.69
10185,S18_4522,Exoto Designs,47,87.77
10185,S18_3140,Unimax Art Galleries,28,124.3
10185,S700_1938,Studio M Art Models,30,79.68
10185,S18_3259,Carousel DieCast Legends,49,94.79
10185,S12_3891,Second Gear Diecast,43,147.07
10185,S12_1108,Second Gear Diecast,21,195.33
10185,S12_3148,Welly Diecast Productions,33,146.55
10185,S50_1514,Classic Metal Creations,20,46.86
10185,S18_4027,Min Lin Diecast,39,127.82
10186,S18_1662,Red Start Diecast,32,137.19
10186,S24_2841,Autoart Studio Design,22,60.29
10186,S24_3420,Autoart Studio Design,21,59.83
10186,S72_1253,Motor City Art Classics,28,42.71
10186,S700_2047,Unimax Art Galleries,24,80.56
10186,S18_3856,Exoto Designs,46,98.46
10186,S18_3029,Min Lin Diecast,32,73.12
10186,S24_3816,Carousel DieCast Legends,36,68.77
10186,S10_4757,Motor City Art Classics,26,108.8
10187,S18_2581,Gearbox Collectibles,45,70.12
10187,S24_4278,Unimax Art Galleries,33,64.48
10187,S24_1785,Classic Metal Creations,46,96.29
10187,S32_4289,Highway 66 Mini Classics,31,61.22
10187,S50_1341,Studio M Art Models,41,39.71
10187,S700_1691,Min Lin Diecast,34,84.95
10187,S700_3167,Motor City Art Classics,34,72
10187,S700_2466,Motor City Art Classics,44,95.73
10187,S700_4002,Second Gear Diecast,44,70.33
10187,S24_3949,Second Gear Diecast,43,55.96
10188,S10_1678,Min Lin Diecast,48,95.7
10188,S24_1578,Autoart Studio Design,25,95.8
10188,S10_4698,Red Start Diecast,45,182.04
10188,S10_2016,Highway 66 Mini Classics,38,111.8
10188,S18_2625,Welly Diecast Productions,32,52.09
10188,S24_2000,Highway 66 Mini Classics,40,61.7
10188,S32_1374,Exoto Designs,44,81.91
10188,S700_2834,Highway 66 Mini Classics,29,96.11
10189,S12_2823,Unimax Art Galleries,28,138.57
10190,S32_2206,Gearbox Collectibles,46,38.62
10190,S50_4713,Autoart Studio Design,40,67.53
10190,S24_2360,Highway 66 Mini Classics,42,58.87
10190,S32_4485,Second Gear Diecast,42,89.8
10191,S12_3380,Welly Diecast Productions,40,104.52
10191,S24_3371,Welly Diecast Productions,48,53.27
10191,S12_1099,Autoart Studio Design,21,155.66
10191,S12_3990,Studio M Art Models,30,70.22
10191,S18_3482,Gearbox Collectibles,23,119.06
10191,S18_3278,Min Lin Diecast,36,75.59
10191,S24_4620,Classic Metal Creations,44,77.61
10191,S18_4721,Classic Metal Creations,32,136.9
10191,S18_3782,Studio M Art Models,43,60.93
10192,S24_2887,Exoto Designs,23,112.74
10192,S24_2766,Classic Metal Creations,46,86.33
10192,S24_3191,Exoto Designs,32,69.34
10192,S24_1046,Unimax Art Galleries,37,72.02
10192,S24_3432,Gearbox Collectibles,46,93.16
10192,S24_1628,Carousel DieCast Legends,47,49.3
10192,S18_1589,Classic Metal Creations,29,100.8
10192,S18_2870,Red Start Diecast,38,110.88
10192,S18_3685,Gearbox Collectibles,45,125.74
10192,S18_1984,Min Lin Diecast,47,128.03
10192,S18_1129,Highway 66 Mini Classics,22,140.12
10192,S18_3232,Unimax Art Galleries,26,137.17
10192,S24_2972,Second Gear Diecast,30,33.23
10192,S24_3856,Classic Metal Creations,45,112.34
10192,S18_1889,Gearbox Collectibles,45,70.84
10192,S12_4675,Welly Diecast Productions,27,99.04
10193,S18_2949,Carousel DieCast Legends,28,87.13
10193,S18_3136,Red Start Diecast,23,97.39
10193,S18_2957,Min Lin Diecast,24,53.09
10193,S24_4258,Second Gear Diecast,20,92.52
10193,S18_3320,Exoto Designs,32,79.37
10193,S18_1367,Studio M Art Models,46,46.36
10193,S18_1342,Motor City Art Classics,28,92.47
10193,S18_2795,Gearbox Collectibles,22,143.44
10193,S24_2022,Classic Metal Creations,20,44.8
10193,S24_1937,Motor City Art Classics,26,32.19
10193,S18_2325,Autoart Studio Design,44,115.69
10193,S24_3969,Red Start Diecast,22,38.16
10193,S18_2248,Motor City Art Classics,42,60.54
10193,S18_1749,Welly Diecast Productions,21,153
10193,S18_4409,Exoto Designs,24,92.03
10193,S18_4933,Studio M Art Models,25,66.28
10194,S24_2300,Autoart Studio Design,49,112.46
10194,S18_2432,Carousel DieCast Legends,45,51.05
10194,S32_1268,Motor City Art Classics,37,77.05
10194,S10_4962,Second Gear Diecast,26,134.44
10194,S18_4600,Motor City Art Classics,32,113.82
10194,S700_2824,Carousel DieCast Legends,26,80.92
10194,S32_3522,Red Start Diecast,39,61.41
10194,S12_1666,Welly Diecast Productions,38,124.37
10194,S18_4668,Studio M Art Models,41,47.79
10194,S18_1097,Studio M Art Models,21,103.84
10194,S10_1949,Classic Metal Creations,42,203.59
10195,S32_3207,Gearbox Collectibles,33,59.03
10195,S24_4048,Exoto Designs,34,95.81
10195,S24_1444,Highway 66 Mini Classics,44,54.33
10195,S50_1392,Highway 66 Mini Classics,49,97.23
10195,S18_2238,Gearbox Collectibles,27,139.17
10195,S12_4473,Exoto Designs,49,118.5
10195,S24_2840,Carousel DieCast Legends,32,31.82
10195,S32_2509,Classic Metal Creations,32,51.95
10195,S18_2319,Unimax Art Galleries,35,112.91
10195,S18_3232,Unimax Art Galleries,50,150.71
10196,S18_3140,Unimax Art Galleries,49,127.03
10196,S700_1938,Studio M Art Models,50,84.88
10196,S18_3259,Carousel DieCast Legends,35,81.68
10196,S12_3891,Second Gear Diecast,38,147.07
10196,S12_1108,Second Gear Diecast,47,203.64
10196,S12_3148,Welly Diecast Productions,24,151.08
10196,S50_1514,Classic Metal Creations,46,56.82
10196,S18_4027,Min Lin Diecast,27,126.39
10197,S72_1253,Motor City Art Classics,29,39.73
10197,S700_2047,Unimax Art Galleries,24,78.75
10197,S18_3856,Exoto Designs,22,85.75
10197,S18_3029,Min Lin Diecast,46,83.44
10197,S24_3816,Carousel DieCast Legends,22,67.93
10197,S10_4757,Motor City Art Classics,45,118.32
10197,S700_2610,Red Start Diecast,50,66.5
10197,S24_3151,Min Lin Diecast,47,83.2
10197,S700_1138,Autoart Studio Design,23,60
10197,S700_3505,Carousel DieCast Legends,27,100.17
10197,S700_3962,Welly Diecast Productions,35,88.39
10197,S72_3212,Unimax Art Galleries,42,48.59
10197,S24_2011,Carousel DieCast Legends,41,109.37
10197,S18_4522,Exoto Designs,50,78.99
10198,S700_2466,Motor City Art Classics,42,94.73
10198,S700_4002,Second Gear Diecast,40,74.03
10198,S24_3949,Second Gear Diecast,43,65.51
10198,S18_1662,Red Start Diecast,42,149.81
10198,S24_2841,Autoart Studio Design,48,60.97
10198,S24_3420,Autoart Studio Design,27,61.81
10199,S50_1341,Studio M Art Models,29,37.97
10199,S700_1691,Min Lin Diecast,48,81.29
10199,S700_3167,Motor City Art Classics,38,70.4
10200,S32_1374,Exoto Designs,35,80.91
10200,S700_2834,Highway 66 Mini Classics,39,115.09
10200,S18_2581,Gearbox Collectibles,28,74.34
10200,S24_4278,Unimax Art Galleries,39,70.28
10200,S24_1785,Classic Metal Creations,33,99.57
10200,S32_4289,Highway 66 Mini Classics,27,65.35
10201,S12_2823,Unimax Art Galleries,25,126.52
10201,S10_1678,Min Lin Diecast,22,82.3
10201,S24_1578,Autoart Studio Design,39,93.54
10201,S10_4698,Red Start Diecast,49,191.72
10201,S10_2016,Highway 66 Mini Classics,24,116.56
10201,S18_2625,Welly Diecast Productions,30,48.46
10201,S24_2000,Highway 66 Mini Classics,25,66.27
10202,S24_4620,Classic Metal Creations,50,75.18
10202,S18_4721,Classic Metal Creations,43,124.99
10202,S18_3782,Studio M Art Models,30,55.33
10202,S32_2206,Gearbox Collectibles,27,33.39
10202,S50_4713,Autoart Studio Design,40,79.73
10202,S24_2360,Highway 66 Mini Classics,50,56.1
10202,S32_4485,Second Gear Diecast,31,81.64
10203,S18_3232,Unimax Art Galleries,48,157.49
10203,S24_2972,Second Gear Diecast,21,33.23
10203,S24_3856,Classic Metal Creations,47,140.43
10203,S18_1889,Gearbox Collectibles,45,73.15
10203,S12_4675,Welly Diecast Productions,47,115.16
10203,S12_3380,Welly Diecast Productions,20,111.57
10203,S24_3371,Welly Diecast Productions,34,56.94
10203,S12_1099,Autoart Studio Design,20,161.49
10203,S12_3990,Studio M Art Models,44,63.84
10203,S18_3482,Gearbox Collectibles,32,127.88
10203,S18_3278,Min Lin Diecast,33,66.74
10204,S18_2325,Autoart Studio Design,26,119.5
10204,S24_3969,Red Start Diecast,39,34.88
10204,S18_2248,Motor City Art Classics,23,59.33
10204,S18_1749,Welly Diecast Productions,33,153
10204,S18_4409,Exoto Designs,29,83.75
10204,S18_4933,Studio M Art Models,45,69.84
10204,S24_2887,Exoto Designs,42,112.74
10204,S24_2766,Classic Metal Creations,47,79.06
10204,S24_3191,Exoto Designs,40,84.75
10204,S24_1046,Unimax Art Galleries,20,69.82
10204,S24_3432,Gearbox Collectibles,48,104.94
10204,S24_1628,Carousel DieCast Legends,45,46.79
10204,S18_1589,Classic Metal Creations,40,113.24
10204,S18_2870,Red Start Diecast,27,106.92
10204,S18_3685,Gearbox Collectibles,35,132.8
10204,S18_1984,Min Lin Diecast,38,133.72
10204,S18_1129,Highway 66 Mini Classics,42,114.65
10205,S18_1367,Studio M Art Models,48,45.82
10205,S18_1342,Motor City Art Classics,36,98.63
10205,S18_2795,Gearbox Collectibles,40,138.38
10205,S24_2022,Classic Metal Creations,24,36.74
10205,S24_1937,Motor City Art Classics,32,27.88
10206,S700_2824,Carousel DieCast Legends,33,89.01
10206,S32_3522,Red Start Diecast,36,54.94
10206,S12_1666,Welly Diecast Productions,28,109.34
10206,S18_4668,Studio M Art Models,21,45.78
10206,S18_1097,Studio M Art Models,34,115.5
10206,S10_1949,Classic Metal Creations,47,203.59
10206,S18_2949,Carousel DieCast Legends,37,98.27
10206,S18_3136,Red Start Diecast,30,102.63
10206,S18_2957,Min Lin Diecast,28,51.84
10206,S24_4258,Second Gear Diecast,33,95.44
10206,S18_3320,Exoto Designs,28,99.21
10207,S18_4027,Min Lin Diecast,40,143.62
10207,S32_3207,Gearbox Collectibles,45,55.3
10207,S24_4048,Exoto Designs,28,108.82
10207,S24_1444,Highway 66 Mini Classics,49,57.8
10207,S50_1392,Highway 66 Mini Classics,28,106.49
10207,S18_2238,Gearbox Collectibles,44,140.81
10207,S12_4473,Exoto Designs,34,95.99
10207,S24_2840,Carousel DieCast Legends,42,30.76
10207,S32_2509,Classic Metal Creations,27,51.95
10207,S18_2319,Unimax Art Galleries,43,109.23
10207,S18_3232,Unimax Art Galleries,25,140.55
10207,S24_2300,Autoart Studio Design,46,127.79
10207,S18_2432,Carousel DieCast Legends,37,60.77
10207,S32_1268,Motor City Art Classics,49,84.75
10207,S10_4962,Second Gear Diecast,31,125.58
10207,S18_4600,Motor City Art Classics,47,119.87
10208,S700_2610,Red Start Diecast,46,63.61
10208,S24_3151,Min Lin Diecast,20,80.54
10208,S700_1138,Autoart Studio Design,38,56.67
10208,S700_3505,Carousel DieCast Legends,37,95.16
10208,S700_3962,Welly Diecast Productions,33,95.34
10208,S72_3212,Unimax Art Galleries,42,48.05
10208,S24_2011,Carousel DieCast Legends,35,122.89
10208,S18_4522,Exoto Designs,45,72.85
10208,S18_3140,Unimax Art Galleries,24,117.47
10208,S700_1938,Studio M Art Models,40,73.62
10208,S18_3259,Carousel DieCast Legends,48,96.81
10208,S12_3891,Second Gear Diecast,20,152.26
10208,S12_1108,Second Gear Diecast,46,176.63
10208,S12_3148,Welly Diecast Productions,26,128.42
10208,S50_1514,Classic Metal Creations,30,57.99
10209,S24_2841,Autoart Studio Design,43,66.45
10209,S24_3420,Autoart Studio Design,36,56.55
10209,S72_1253,Motor City Art Classics,48,44.2
10209,S700_2047,Unimax Art Galleries,33,90.52
10209,S18_3856,Exoto Designs,20,97.4
10209,S18_3029,Min Lin Diecast,28,82.58
10209,S24_3816,Carousel DieCast Legends,22,79.67
10209,S10_4757,Motor City Art Classics,39,129.2
10210,S10_4698,Red Start Diecast,34,189.79
10210,S10_2016,Highway 66 Mini Classics,23,112.99
10210,S18_2625,Welly Diecast Productions,40,51.48
10210,S24_2000,Highway 66 Mini Classics,30,63.22
10210,S32_1374,Exoto Designs,46,84.91
10210,S700_2834,Highway 66 Mini Classics,25,98.48
10210,S18_2581,Gearbox Collectibles,50,68.43
10210,S24_4278,Unimax Art Galleries,40,68.1
10210,S24_1785,Classic Metal Creations,27,100.67
10210,S32_4289,Highway 66 Mini Classics,39,57.1
10210,S50_1341,Studio M Art Models,43,43.2
10210,S700_1691,Min Lin Diecast,21,87.69
10210,S700_3167,Motor City Art Classics,31,64
10210,S700_2466,Motor City Art Classics,26,93.74
10210,S700_4002,Second Gear Diecast,42,60.7
10210,S24_3949,Second Gear Diecast,29,56.64
10210,S18_1662,Red Start Diecast,31,141.92
10211,S24_3371,Welly Diecast Productions,48,52.66
10211,S12_1099,Autoart Studio Design,41,171.22
10211,S12_3990,Studio M Art Models,28,79.8
10211,S18_3482,Gearbox Collectibles,28,138.17
10211,S18_3278,Min Lin Diecast,35,73.17
10211,S24_4620,Classic Metal Creations,22,80.84
10211,S18_4721,Classic Metal Creations,41,148.8
10211,S18_3782,Studio M Art Models,46,60.3
10211,S32_2206,Gearbox Collectibles,41,39.83
10211,S50_4713,Autoart Studio Design,40,70.78
10211,S24_2360,Highway 66 Mini Classics,21,62.33
10211,S32_4485,Second Gear Diecast,37,94.91
10211,S12_2823,Unimax Art Galleries,36,126.52
10211,S10_1678,Min Lin Diecast,41,90.92
10211,S24_1578,Autoart Studio Design,25,109.32
10212,S24_2766,Classic Metal Creations,45,81.78
10212,S24_3191,Exoto Designs,27,77.91
10212,S24_1046,Unimax Art Galleries,41,61.73
10212,S24_3432,Gearbox Collectibles,46,100.66
10212,S24_1628,Carousel DieCast Legends,45,43.27
10212,S18_1589,Classic Metal Creations,38,105.77
10212,S18_2870,Red Start Diecast,40,117.48
10212,S18_3685,Gearbox Collectibles,45,115.85
10212,S18_1984,Min Lin Diecast,41,133.72
10212,S18_1129,Highway 66 Mini Classics,29,117.48
10212,S18_3232,Unimax Art Galleries,40,155.79
10212,S24_2972,Second Gear Diecast,34,37.38
10212,S24_3856,Classic Metal Creations,49,117.96
10212,S18_1889,Gearbox Collectibles,20,64.68
10212,S12_4675,Welly Diecast Productions,33,110.55
10212,S12_3380,Welly Diecast Productions,39,99.82
10213,S18_4409,Exoto Designs,38,84.67
10213,S18_4933,Studio M Art Models,25,58.44
10213,S24_2887,Exoto Designs,27,97.48
10214,S18_2795,Gearbox Collectibles,50,167.06
10214,S24_2022,Classic Metal Creations,49,39.87
