orderNumber,productCode,productName,quantityOrdered,priceEach
10152,S24_1444,1970 Dodge Coronet,25,49.13
10153,S700_1138,The Schooner Bluenose,43,58
10153,S700_3505,The Titanic,50,87.15
10153,S700_3962,The Queen Mary,20,85.41
10153,S72_3212,Pont Yacht,50,51.87
10153,S24_2011,18th century schooner,40,111.83
10153,S18_4522,1904 Buick Runabout,22,82.5
10153,S18_3140,1903 Ford Model A,31,125.66
10153,S700_1938,The Mayflower,31,80.55
10153,S18_3259,Collectable Wooden Train,29,82.69
10153,S12_3891,1969 Ford Falcon,49,155.72
10153,S12_1108,2001 Ferrari Enzo,20,201.57
10153,S12_3148,1969 Corvair Monza,42,128.42
10153,S50_1514,1962 City of Detroit Streetcar,31,53.31
10154,S700_2610,The USS Constitution Ship,36,59.27
10154,S24_3151,1912 Ford Model T Delivery Wagon,31,75.23
10155,S700_3167,F/A 18 Hornet 1/72,43,76.8
10155,S700_2466,America West Airlines B757-200,20,87.75
10155,S700_4002,American Airlines: MD-11S,44,70.33
10155,S24_3949,Corsair F4U ( Bird Cage),44,58.69
10155,S18_1662,1980s Black Hawk Helicopter,38,138.77
10155,S24_2841,1900s Vintage Bi-Plane,23,62.34
10155,S24_3420,1937 Horch 930V Limousine,34,56.55
10155,S72_1253,Boeing X-32A JSF,34,49.16
10155,S700_2047,HMS Bounty,32,89.61
10155,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,29,105.87
10155,S18_3029,1999 Yamaha Speed Boat,44,83.44
10155,S24_3816,1940 Ford Delivery Sedan,37,76.31
10155,S10_4757,1972 Alfa Romeo GTA,32,129.2
10156,S50_1341,1930 Buick Marquette Phaeton,20,43.64
10156,S700_1691,American Airlines: B767-300,48,77.64
10157,S32_1374,1997 BMW F650 ST,34,83.91
10157,S700_2834,ATA: B757-300,48,109.16
10157,S18_2581,P-51-D Mustang,33,69.27
10157,S24_4278,1900s Vintage Tri-Plane,33,66.65
10157,S24_1785,1928 British Royal Navy Airplane,40,89.72
10157,S32_4289,1928 Ford Phaeton Deluxe,28,56.41
10158,S24_2000,1960 BSA Gold Star DBD34,22,67.79
10159,S24_3371,1971 Alpine Renault 1600s,50,49.6
10159,S12_1099,1968 Ford Mustang,41,188.73
10159,S12_3990,1970 Plymouth Hemi Cuda,24,67.03
10159,S18_3482,1976 Ford Gran Torino,25,129.35
10159,S18_3278,1969 Dodge Super Bee,21,66.74
10159,S24_4620,1961 Chevrolet Impala,23,80.84
10159,S18_4721,1957 Corvette Convertible,32,142.85
10159,S18_3782,1957 Vespa GS150,21,54.71
10159,S32_2206,1982 Ducati 996 R,35,39.43
10159,S50_4713,2002 Yamaha YZR M1,31,78.11
10159,S24_2360,1982 Ducati 900 Monster,27,67.18
10159,S32_4485,1974 Ducati 350 Mk3 Desmo,23,86.74
10159,S12_2823,2002 Suzuki XREO,38,131.04
10159,S10_1678,1969 Harley Davidson Ultimate Chopper,49,81.35
10159,S24_1578,1997 BMW R 1100 S,44,100.3
10159,S10_4698,2003 Harley-Davidson Eagle Drag Bike,22,170.42
10159,S10_2016,1996 Moto Guzzi 1100i,37,101.1
10159,S18_2625,1936 Harley Davidson El Knucklehead,42,51.48
10160,S18_3232,1992 Ferrari 360 Spider red,20,140.55
10160,S24_2972,1982 Lamborghini Diablo,42,30.59
10160,S24_3856,1956 Porsche 356A Coupe,35,130.6
10160,S18_1889,1948 Porsche 356-A Roadster,38,70.84
10160,S12_4675,1969 Dodge Charger,50,93.28
10160,S12_3380,1968 Dodge Charger,46,96.3
10161,S18_4933,1957 Ford Thunderbird,25,62.72
10161,S24_2887,1952 Citroen-15CV,25,108.04
10161,S24_2766,1949 Jaguar XK 120,20,82.69
10161,S24_3191,1969 Chevrolet Camaro Z28,20,72.77
10161,S24_1046,1970 Chevy Chevelle SS 454,37,73.49
10161,S24_3432,2002 Chevy Corvette,30,94.23
10161,S24_1628,1966 Shelby Cobra 427 S/C,23,47.29
10161,S18_1589,1965 Aston Martin DB5,43,102.04
10161,S18_2870,1999 Indy 500 Monte Carlo SS,23,125.4
10161,S18_3685,1948 Porsche Type 356 Roadster,36,132.8
10161,S18_1984,1995 Honda Civic,48,139.41
10161,S18_1129,1993 Mazda RX-7,28,121.72
10162,S18_1367,1936 Mercedes-Benz 500K Special Roadster,45,45.28
10162,S18_1342,1937 Lincoln Berline,48,87.33
10162,S18_2795,1928 Mercedes-Benz SSK,48,156.94
10162,S24_2022,1938 Cadillac V-16 Presidential Limousine,43,38.98
10162,S24_1937,1939 Chevrolet Deluxe Coupe,37,27.55
10162,S18_2325,1932 Model A Ford J-Coupe,38,113.15
10162,S24_3969,1936 Mercedes Benz 500k Roadster,37,32.82
10162,S18_2248,1911 Ford Town Car,27,53.28
10162,S18_1749,1917 Grand Touring Sedan,29,141.1
10162,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,39,86.51
10163,S10_1949,1952 Alpine Renault 1300,21,212.16
10163,S18_2949,1913 Ford Model T Speedster,31,101.31
10163,S18_3136,18th Century Vintage Horse Carriage,40,101.58
10163,S18_2957,1934 Ford V8 Coupe,48,59.96
10163,S24_4258,1936 Chrysler Airflow,42,96.42
10163,S18_3320,1917 Maxwell Touring Car,43,80.36
10164,S32_1268,1980's GM Manhattan Express,24,91.49
10164,S10_4962,1962 LanciaA Delta 16V,21,143.31
10164,S18_4600,1940s Ford truck,45,107.76
10164,S700_2824,1982 Camaro Z28,39,86.99
10164,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,49,57.53
10164,S12_1666,1958 Setra Bus,49,121.64
10164,S18_4668,1939 Cadillac Limousine,25,46.29
10164,S18_1097,1940 Ford Pickup Truck,36,103.84
10165,S18_3259,Collectable Wooden Train,50,84.71
10165,S12_3891,1969 Ford Falcon,27,152.26
10165,S12_1108,2001 Ferrari Enzo,44,168.32
10165,S12_3148,1969 Corvair Monza,34,123.89
10165,S50_1514,1962 City of Detroit Streetcar,38,49.21
10165,S18_4027,1970 Triumph Spitfire,28,123.51
10165,S32_3207,1950's Chicago Surface Lines Streetcar,44,55.3
10165,S24_4048,1992 Porsche Cayenne Turbo Silver,24,106.45
10165,S24_1444,1970 Dodge Coronet,25,46.82
10165,S50_1392,Diamond T620 Semi-Skirted Tanker,48,106.49
10165,S18_2238,1998 Chrysler Plymouth Prowler,29,134.26
10165,S12_4473,1957 Chevy Pickup,48,109.02
10165,S24_2840,1958 Chevy Corvette Limited Edition,27,31.12
10165,S32_2509,1954 Greyhound Scenicruiser,48,50.86
10165,S18_2319,1964 Mercedes Tour Bus,46,120.28
10165,S18_3232,1992 Ferrari 360 Spider red,47,154.1
10165,S24_2300,1962 Volkswagen Microbus,32,117.57
10165,S18_2432,1926 Ford Fire Engine,31,60.77
10166,S18_4522,1904 Buick Runabout,26,72.85
10166,S18_3140,1903 Ford Model A,43,136.59
10166,S700_1938,The Mayflower,29,76.22
10167,S18_1662,1980s Black Hawk Helicopter,43,141.92
10167,S24_2841,1900s Vintage Bi-Plane,21,54.81
10167,S24_3420,1937 Horch 930V Limousine,32,64.44
10167,S72_1253,Boeing X-32A JSF,40,42.71
10167,S700_2047,HMS Bounty,29,87.8
10167,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,34,84.7
10167,S18_3029,1999 Yamaha Speed Boat,46,69.68
10167,S24_3816,1940 Ford Delivery Sedan,29,73.8
10167,S10_4757,1972 Alfa Romeo GTA,44,123.76
10167,S700_2610,The USS Constitution Ship,46,62.16
10167,S24_3151,1912 Ford Model T Delivery Wagon,20,77
10167,S700_1138,The Schooner Bluenose,43,66
10167,S700_3505,The Titanic,24,85.14
10167,S700_3962,The Queen Mary,28,83.42
10167,S72_3212,Pont Yacht,38,43.68
10167,S24_2011,18th century schooner,33,110.6
10168,S10_1678,1969 Harley Davidson Ultimate Chopper,36,94.74
10168,S24_1578,1997 BMW R 1100 S,50,103.68
10168,S10_4698,2003 Harley-Davidson Eagle Drag Bike,20,160.74
10168,S10_2016,1996 Moto Guzzi 1100i,27,97.53
10168,S18_2625,1936 Harley Davidson El Knucklehead,46,49.06
10168,S24_2000,1960 BSA Gold Star DBD34,29,72.36
10168,S32_1374,1997 BMW F650 ST,28,89.9
10168,S700_2834,ATA: B757-300,36,94.92
10168,S18_2581,P-51-D Mustang,21,75.19
10168,S24_4278,1900s Vintage Tri-Plane,48,68.1
10168,S24_1785,1928 British Royal Navy Airplane,49,93.01
10168,S32_4289,1928 Ford Phaeton Deluxe,31,57.78
10168,S50_1341,1930 Buick Marquette Phaeton,48,39.71
10168,S700_1691,American Airlines: B767-300,28,91.34
10168,S700_3167,F/A 18 Hornet 1/72,48,72
10168,S700_2466,America West Airlines B757-200,31,87.75
10168,S700_4002,American Airlines: MD-11S,39,67.37
10168,S24_3949,Corsair F4U ( Bird Cage),27,57.32
10169,S24_3371,1971 Alpine Renault 1600s,34,53.27
10169,S12_1099,1968 Ford Mustang,30,163.44
10169,S12_3990,1970 Plymouth Hemi Cuda,36,71.82
10169,S18_3482,1976 Ford Gran Torino,36,136.7
10169,S18_3278,1969 Dodge Super Bee,32,65.13
10169,S24_4620,1961 Chevrolet Impala,24,77.61
10169,S18_4721,1957 Corvette Convertible,33,120.53
10169,S18_3782,1957 Vespa GS150,38,52.84
10169,S32_2206,1982 Ducati 996 R,26,37.01
10169,S50_4713,2002 Yamaha YZR M1,48,75.66
10169,S24_2360,1982 Ducati 900 Monster,38,66.49
10169,S32_4485,1974 Ducati 350 Mk3 Desmo,34,83.68
10169,S12_2823,2002 Suzuki XREO,35,126.52
10170,S24_3856,1956 Porsche 356A Coupe,34,130.6
10170,S18_1889,1948 Porsche 356-A Roadster,20,70.07
10170,S12_4675,1969 Dodge Charger,41,93.28
10170,S12_3380,1968 Dodge Charger,47,116.27
10171,S18_1984,1995 Honda Civic,35,128.03
10171,S18_1129,1993 Mazda RX-7,35,134.46
10171,S18_3232,1992 Ferrari 360 Spider red,39,165.95
10171,S24_2972,1982 Lamborghini Diablo,36,34.74
10172,S24_2766,1949 Jaguar XK 120,22,79.97
10172,S24_3191,1969 Chevrolet Camaro Z28,24,77.91
10172,S24_1046,1970 Chevy Chevelle SS 454,32,61
10172,S24_3432,2002 Chevy Corvette,22,87.81
10172,S24_1628,1966 Shelby Cobra 427 S/C,34,43.27
10172,S18_1589,1965 Aston Martin DB5,42,109.51
10172,S18_2870,1999 Indy 500 Monte Carlo SS,39,117.48
10172,S18_3685,1948 Porsche Type 356 Roadster,48,139.87
10173,S18_3136,18th Century Vintage Horse Carriage,31,86.92
10173,S18_2957,1934 Ford V8 Coupe,28,56.84
10173,S24_4258,1936 Chrysler Airflow,22,93.49
10173,S18_3320,1917 Maxwell Touring Car,29,90.28
10173,S18_1367,1936 Mercedes-Benz 500K Special Roadster,48,51.75
10173,S18_1342,1937 Lincoln Berline,43,101.71
10173,S18_2795,1928 Mercedes-Benz SSK,22,140.06
10173,S24_2022,1938 Cadillac V-16 Presidential Limousine,27,39.42
10173,S24_1937,1939 Chevrolet Deluxe Coupe,31,29.87
10173,S18_2325,1932 Model A Ford J-Coupe,31,127.13
10173,S24_3969,1936 Mercedes Benz 500k Roadster,35,35.7
10173,S18_2248,1911 Ford Town Car,26,55.09
10173,S18_1749,1917 Grand Touring Sedan,24,168.3
10173,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,21,77.31
10173,S18_4933,1957 Ford Thunderbird,39,58.44
10173,S24_2887,1952 Citroen-15CV,23,98.65
10174,S12_1666,1958 Setra Bus,43,113.44
10174,S18_4668,1939 Cadillac Limousine,49,44.27
10174,S18_1097,1940 Ford Pickup Truck,48,108.5
10174,S10_1949,1952 Alpine Renault 1300,34,207.87
10174,S18_2949,1913 Ford Model T Speedster,46,100.3
10175,S12_4473,1957 Chevy Pickup,26,109.02
10175,S24_2840,1958 Chevy Corvette Limited Edition,37,32.18
10175,S32_2509,1954 Greyhound Scenicruiser,50,50.86
10175,S18_2319,1964 Mercedes Tour Bus,48,101.87
10175,S18_3232,1992 Ferrari 360 Spider red,29,150.71
10175,S24_2300,1962 Volkswagen Microbus,28,121.4
10175,S18_2432,1926 Ford Fire Engine,41,59.55
10175,S32_1268,1980's GM Manhattan Express,22,89.57
10175,S10_4962,1962 LanciaA Delta 16V,33,119.67
10175,S18_4600,1940s Ford truck,47,102.92
10175,S700_2824,1982 Camaro Z28,42,80.92
10175,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,29,56.24
10176,S12_3891,1969 Ford Falcon,50,160.91
10176,S12_1108,2001 Ferrari Enzo,33,166.24
10176,S12_3148,1969 Corvair Monza,47,145.04
10176,S50_1514,1962 City of Detroit Streetcar,38,52.14
10176,S18_4027,1970 Triumph Spitfire,36,140.75
10176,S32_3207,1950's Chicago Surface Lines Streetcar,22,62.14
10176,S24_4048,1992 Porsche Cayenne Turbo Silver,29,101.72
10176,S24_1444,1970 Dodge Coronet,27,55.49
10176,S50_1392,Diamond T620 Semi-Skirted Tanker,23,109.96
10176,S18_2238,1998 Chrysler Plymouth Prowler,20,139.17
10177,S700_2610,The USS Constitution Ship,32,64.33
10177,S24_3151,1912 Ford Model T Delivery Wagon,45,79.66
10177,S700_1138,The Schooner Bluenose,24,58.67
10177,S700_3505,The Titanic,44,88.15
10177,S700_3962,The Queen Mary,24,83.42
10177,S72_3212,Pont Yacht,40,52.96
10177,S24_2011,18th century schooner,50,115.52
10177,S18_4522,1904 Buick Runabout,35,82.5
10177,S18_3140,1903 Ford Model A,23,113.37
10177,S700_1938,The Mayflower,31,77.95
10177,S18_3259,Collectable Wooden Train,29,92.77
10178,S700_2466,America West Airlines B757-200,22,91.74
10178,S700_4002,American Airlines: MD-11S,45,68.11
10178,S24_3949,Corsair F4U ( Bird Cage),30,64.15
10178,S18_1662,1980s Black Hawk Helicopter,42,127.73
10178,S24_2841,1900s Vintage Bi-Plane,34,67.82
10178,S24_3420,1937 Horch 930V Limousine,27,65.75
10178,S72_1253,Boeing X-32A JSF,45,41.71
10178,S700_2047,HMS Bounty,34,86.9
10178,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,48,104.81
10178,S18_3029,1999 Yamaha Speed Boat,41,70.54
10178,S24_3816,1940 Ford Delivery Sedan,21,68.77
10178,S10_4757,1972 Alfa Romeo GTA,24,131.92
10179,S32_1374,1997 BMW F650 ST,45,86.9
10179,S700_2834,ATA: B757-300,25,98.48
10179,S18_2581,P-51-D Mustang,24,82.79
10179,S24_4278,1900s Vintage Tri-Plane,27,66.65
10179,S24_1785,1928 British Royal Navy Airplane,47,105.04
10179,S32_4289,1928 Ford Phaeton Deluxe,24,63.97
10179,S50_1341,1930 Buick Marquette Phaeton,34,43.2
10179,S700_1691,American Airlines: B767-300,23,75.81
10179,S700_3167,F/A 18 Hornet 1/72,39,80
10180,S24_4620,1961 Chevrolet Impala,28,68.71
10180,S18_4721,1957 Corvette Convertible,44,147.31
10180,S18_3782,1957 Vespa GS150,21,59.06
10180,S32_2206,1982 Ducati 996 R,34,33.39
10180,S50_4713,2002 Yamaha YZR M1,21,74.85
10180,S24_2360,1982 Ducati 900 Monster,35,60.95
10180,S32_4485,1974 Ducati 350 Mk3 Desmo,22,102.05
10180,S12_2823,2002 Suzuki XREO,40,131.04
10180,S10_1678,1969 Harley Davidson Ultimate Chopper,29,76.56
10180,S24_1578,1997 BMW R 1100 S,48,98.05
10180,S10_4698,2003 Harley-Davidson Eagle Drag Bike,41,164.61
10180,S10_2016,1996 Moto Guzzi 1100i,42,99.91
10180,S18_2625,1936 Harley Davidson El Knucklehead,25,48.46
10180,S24_2000,1960 BSA Gold Star DBD34,28,61.7
10181,S24_1628,1966 Shelby Cobra 427 S/C,34,45.28
10181,S18_1589,1965 Aston Martin DB5,42,124.44
10181,S18_2870,1999 Indy 500 Monte Carlo SS,27,130.68
10181,S18_3685,1948 Porsche Type 356 Roadster,39,137.04
10181,S18_1984,1995 Honda Civic,21,129.45
10181,S18_1129,1993 Mazda RX-7,44,124.56
10181,S18_3232,1992 Ferrari 360 Spider red,45,147.33
10181,S24_2972,1982 Lamborghini Diablo,37,32.85
10181,S24_3856,1956 Porsche 356A Coupe,25,122.17
10181,S18_1889,1948 Porsche 356-A Roadster,22,74.69
10181,S12_4675,1969 Dodge Charger,36,107.1
10181,S12_3380,1968 Dodge Charger,28,113.92
10181,S24_3371,1971 Alpine Renault 1600s,23,54.49
10181,S12_1099,1968 Ford Mustang,27,155.66
10181,S12_3990,1970 Plymouth Hemi Cuda,20,67.03
10181,S18_3482,1976 Ford Gran Torino,22,120.53
10181,S18_3278,1969 Dodge Super Bee,30,73.17
10182,S18_3320,1917 Maxwell Touring Car,33,86.31
10182,S18_1367,1936 Mercedes-Benz 500K Special Roadster,32,44.21
10182,S18_1342,1937 Lincoln Berline,25,83.22
10182,S18_2795,1928 Mercedes-Benz SSK,21,135
10182,S24_2022,1938 Cadillac V-16 Presidential Limousine,31,39.87
10182,S24_1937,1939 Chevrolet Deluxe Coupe,39,31.86
10182,S18_2325,1932 Model A Ford J-Coupe,20,105.52
10182,S24_3969,1936 Mercedes Benz 500k Roadster,23,34.88
10182,S18_2248,1911 Ford Town Car,38,54.49
10182,S18_1749,1917 Grand Touring Sedan,44,159.8
10182,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,36,88.35
10182,S18_4933,1957 Ford Thunderbird,44,61.29
10182,S24_2887,1952 Citroen-15CV,20,116.27
10182,S24_2766,1949 Jaguar XK 120,36,87.24
10182,S24_3191,1969 Chevrolet Camaro Z28,33,73.62
10182,S24_1046,1970 Chevy Chevelle SS 454,47,63.2
10182,S24_3432,2002 Chevy Corvette,49,95.3
10183,S10_4962,1962 LanciaA Delta 16V,28,127.06
10183,S18_4600,1940s Ford truck,21,118.66
10183,S700_2824,1982 Camaro Z28,23,85.98
10183,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,49,52.36
10183,S12_1666,1958 Setra Bus,41,114.8
10183,S18_4668,1939 Cadillac Limousine,40,42.26
10183,S18_1097,1940 Ford Pickup Truck,21,108.5
10183,S10_1949,1952 Alpine Renault 1300,23,180.01
10183,S18_2949,1913 Ford Model T Speedster,37,91.18
10183,S18_3136,18th Century Vintage Horse Carriage,22,90.06
10183,S18_2957,1934 Ford V8 Coupe,39,51.22
10183,S24_4258,1936 Chrysler Airflow,47,81.81
10184,S32_3207,1950's Chicago Surface Lines Streetcar,48,59.03
10184,S24_4048,1992 Porsche Cayenne Turbo Silver,49,114.73
10184,S24_1444,1970 Dodge Coronet,31,57.22
10184,S50_1392,Diamond T620 Semi-Skirted Tanker,45,92.6
10184,S18_2238,1998 Chrysler Plymouth Prowler,46,145.72
10184,S12_4473,1957 Chevy Pickup,37,105.47
10184,S24_2840,1958 Chevy Corvette Limited Edition,42,30.06
10184,S32_2509,1954 Greyhound Scenicruiser,33,52.49
10184,S18_2319,1964 Mercedes Tour Bus,46,119.05
10184,S18_3232,1992 Ferrari 360 Spider red,28,165.95
10184,S24_2300,1962 Volkswagen Microbus,24,117.57
10184,S18_2432,1926 Ford Fire Engine,44,60.77
10184,S32_1268,1980's GM Manhattan Express,46,84.75
10185,S700_2610,The USS Constitution Ship,39,61.44
10185,S24_3151,1912 Ford Model T Delivery Wagon,33,83.2
10185,S700_1138,The Schooner Bluenose,21,64.67
10185,S700_3505,The Titanic,37,99.17
10185,S700_3962,The Queen Mary,22,93.35
10185,S72_3212,Pont Yacht,28,47.5
10185,S24_2011,18th century schooner,30,105.69
10185,S18_4522,1904 Buick Runabout,47,87.77
10185,S18_3140,1903 Ford Model A,28,124.3
10185,S700_1938,The Mayflower,30,79.68
10185,S18_3259,Collectable Wooden Train,49,94.79
10185,S12_3891,1969 Ford Falcon,43,147.07
10185,S12_1108,2001 Ferrari Enzo,21,195.33
10185,S12_3148,1969 Corvair Monza,33,146.55
10185,S50_1514,1962 City of Detroit Streetcar,20,46.86
10185,S18_4027,1970 Triumph Spitfire,39,127.82
10186,S18_1662,1980s Black Hawk Helicopter,32,137.19
10186,S24_2841,1900s Vintage Bi-Plane,22,60.29
10186,S24_3420,1937 Horch 930V Limousine,21,59.83
10186,S72_1253,Boeing X-32A JSF,28,42.71
10186,S700_2047,HMS Bounty,24,80.56
10186,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,46,98.46
10186,S18_3029,1999 Yamaha Speed Boat,32,73.12
10186,S24_3816,1940 Ford Delivery Sedan,36,68.77
10186,S10_4757,1972 Alfa Romeo GTA,26,108.8
10187,S18_2581,P-51-D Mustang,45,70.12
10187,S24_4278,1900s Vintage Tri-Plane,33,64.48
10187,S24_1785,1928 British Royal Navy Airplane,46,96.29
10187,S32_4289,1928 Ford Phaeton Deluxe,31,61.22
10187,S50_1341,1930 Buick Marquette Phaeton,41,39.71
10187,S700_1691,American Airlines: B767-300,34,84.95
10187,S700_3167,F/A 18 Hornet 1/72,34,72
10187,S700_2466,America West Airlines B757-200,44,95.73
10187,S700_4002,American Airlines: MD-11S,44,70.33
10187,S24_3949,Corsair F4U ( Bird Cage),43,55.96
10188,S10_1678,1969 Harley Davidson Ultimate Chopper,48,95.7
10188,S24_1578,1997 BMW R 1100 S,25,95.8
10188,S10_4698,2003 Harley-Davidson Eagle Drag Bike,45,182.04
10188,S10_2016,1996 Moto Guzzi 1100i,38,111.8
10188,S18_2625,1936 Harley Davidson El Knucklehead,32,52.09
10188,S24_2000,1960 BSA Gold Star DBD34,40,61.7
10188,S32_1374,1997 BMW F650 ST,44,81.91
10188,S700_2834,ATA: B757-300,29,96.11
10189,S12_2823,2002 Suzuki XREO,28,138.57
10190,S32_2206,1982 Ducati 996 R,46,38.62
10190,S50_4713,2002 Yamaha YZR M1,40,67.53
10190,S24_2360,1982 Ducati 900 Monster,42,58.87
10190,S32_4485,1974 Ducati 350 Mk3 Desmo,42,89.8
10191,S12_3380,1968 Dodge Charger,40,104.52
10191,S24_3371,1971 Alpine Renault 1600s,48,53.27
10191,S12_1099,1968 Ford Mustang,21,155.66
10191,S12_3990,1970 Plymouth Hemi Cuda,30,70.22
10191,S18_3482,1976 Ford Gran Torino,23,119.06
10191,S18_3278,1969 Dodge Super Bee,36,75.59
10191,S24_4620,1961 Chevrolet Impala,44,77.61
10191,S18_4721,1957 Corvette Convertible,32,136.9
10191,S18_3782,1957 Vespa GS150,43,60.93
10192,S24_2887,1952 Citroen-15CV,23,112.74
10192,S24_2766,1949 Jaguar XK 120,46,86.33
10192,S24_3191,1969 Chevrolet Camaro Z28,32,69.34
10192,S24_1046,1970 Chevy Chevelle SS 454,37,72.02
10192,S24_3432,2002 Chevy Corvette,46,93.16
10192,S24_1628,1966 Shelby Cobra 427 S/C,47,49.3
10192,S18_1589,1965 Aston Martin DB5,29,100.8
10192,S18_2870,1999 Indy 500 Monte Carlo SS,38,110.88
10192,S18_3685,1948 Porsche Type 356 Roadster,45,125.74
10192,S18_1984,1995 Honda Civic,47,128.03
10192,S18_1129,1993 Mazda RX-7,22,140.12
10192,S18_3232,1992 Ferrari 360 Spider red,26,137.17
10192,S24_2972,1982 Lamborghini Diablo,30,33.23
10192,S24_3856,1956 Porsche 356A Coupe,45,112.34
10192,S18_1889,1948 Porsche 356-A Roadster,45,70.84
10192,S12_4675,1969 Dodge Charger,27,99.04
10193,S18_2949,1913 Ford Model T Speedster,28,87.13
10193,S18_3136,18th Century Vintage Horse Carriage,23,97.39
10193,S18_2957,1934 Ford V8 Coupe,24,53.09
10193,S24_4258,1936 Chrysler Airflow,20,92.52
10193,S18_3320,1917 Maxwell Touring Car,32,79.37
10193,S18_1367,1936 Mercedes-Benz 500K Special Roadster,46,46.36
10193,S18_1342,1937 Lincoln Berline,28,92.47
10193,S18_2795,1928 Mercedes-Benz SSK,22,143.44
10193,S24_2022,1938 Cadillac V-16 Presidential Limousine,20,44.8
10193,S24_1937,1939 Chevrolet Deluxe Coupe,26,32.19
10193,S18_2325,1932 Model A Ford J-Coupe,44,115.69
10193,S24_3969,1936 Mercedes Benz 500k Roadster,22,38.16
10193,S18_2248,1911 Ford Town Car,42,60.54
10193,S18_1749,1917 Grand Touring Sedan,21,153
10193,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,24,92.03
10193,S18_4933,1957 Ford Thunderbird,25,66.28
10194,S24_2300,1962 Volkswagen Microbus,49,112.46
10194,S18_2432,1926 Ford Fire Engine,45,51.05
10194,S32_1268,1980's GM Manhattan Express,37,77.05
10194,S10_4962,1962 LanciaA Delta 16V,26,134.44
10194,S18_4600,1940s Ford truck,32,113.82
10194,S700_2824,1982 Camaro Z28,26,80.92
10194,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,39,61.41
10194,S12_1666,1958 Setra Bus,38,124.37
10194,S18_4668,1939 Cadillac Limousine,41,47.79
10194,S18_1097,1940 Ford Pickup Truck,21,103.84
10194,S10_1949,1952 Alpine Renault 1300,42,203.59
10195,S32_3207,1950's Chicago Surface Lines Streetcar,33,59.03
10195,S24_4048,1992 Porsche Cayenne Turbo Silver,34,95.81
10195,S24_1444,1970 Dodge Coronet,44,54.33
10195,S50_1392,Diamond T620 Semi-Skirted Tanker,49,97.23
10195,S18_2238,1998 Chrysler Plymouth Prowler,27,139.17
10195,S12_4473,1957 Chevy Pickup,49,118.5
10195,S24_2840,1958 Chevy Corvette Limited Edition,32,31.82
10195,S32_2509,1954 Greyhound Scenicruiser,32,51.95
10195,S18_2319,1964 Mercedes Tour Bus,35,112.91
10195,S18_3232,1992 Ferrari 360 Spider red,50,150.71
10196,S18_3140,1903 Ford Model A,49,127.03
10196,S700_1938,The Mayflower,50,84.88
10196,S18_3259,Collectable Wooden Train,35,81.68
10196,S12_3891,1969 Ford Falcon,38,147.07
10196,S12_1108,2001 Ferrari Enzo,47,203.64
10196,S12_3148,1969 Corvair Monza,24,151.08
10196,S50_1514,1962 City of Detroit Streetcar,46,56.82
10196,S18_4027,1970 Triumph Spitfire,27,126.39
10197,S72_1253,Boeing X-32A JSF,29,39.73
10197,S700_2047,HMS Bounty,24,78.75
10197,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,22,85.75
10197,S18_3029,1999 Yamaha Speed Boat,46,83.44
10197,S24_3816,1940 Ford Delivery Sedan,22,67.93
10197,S10_4757,1972 Alfa Romeo GTA,45,118.32
10197,S700_2610,The USS Constitution Ship,50,66.5
10197,S24_3151,1912 Ford Model T Delivery Wagon,47,83.2
10197,S700_1138,The Schooner Bluenose,23,60
10197,S700_3505,The Titanic,27,100.17
10197,S700_3962,The Queen Mary,35,88.39
10197,S72_3212,Pont Yacht,42,48.59
10197,S24_2011,18th century schooner,41,109.37
10197,S18_4522,1904 Buick Runabout,50,78.99
10198,S700_2466,America West Airlines B757-200,42,94.73
10198,S700_4002,American Airlines: MD-11S,40,74.03
10198,S24_3949,Corsair F4U ( Bird Cage),43,65.51
10198,S18_1662,1980s Black Hawk Helicopter,42,149.81
10198,S24_2841,1900s Vintage Bi-Plane,48,60.97
10198,S24_3420,1937 Horch 930V Limousine,27,61.81
10199,S50_1341,1930 Buick Marquette Phaeton,29,37.97
10199,S700_1691,American Airlines: B767-300,48,81.29
10199,S700_3167,F/A 18 Hornet 1/72,38,70.4
10200,S32_1374,1997 BMW F650 ST,35,80.91
10200,S700_2834,ATA: B757-300,39,115.09
10200,S18_2581,P-51-D Mustang,28,74.34
10200,S24_4278,1900s Vintage Tri-Plane,39,70.28
10200,S24_1785,1928 British Royal Navy Airplane,33,99.57
10200,S32_4289,1928 Ford Phaeton Deluxe,27,65.35
10201,S12_2823,2002 Suzuki XREO,25,126.52
10201,S10_1678,1969 Harley Davidson Ultimate Chopper,22,82.3
10201,S24_1578,1997 BMW R 1100 S,39,93.54
10201,S10_4698,2003 Harley-Davidson Eagle Drag Bike,49,191.72
